face_L,face_a,face_b,face_chroma,face_redness,face_uniformity,body_L,body_a,body_b,body_chroma,delta_L,delta_a,delta_b,hair_L,hair_chroma,hair_undertone,eye_L,eye_chroma,eye_clarity,contrast_face_hair,contrast_face_eye,contrast_overall,uv_index,cloud_cover,sun_angle,ambient_light_condition,white_balance_shift,shadow_level,highlight_level,noise_level,has_foundation,has_lipstick,has_contour,has_blush,ethnicity_baseline_L,ethnicity_baseline_a,ethnicity_baseline_b,ethnicity,season,sub_season
54.241,4.041,14.047,14.617,0.0905,0.8308,49.974,7.235,15.858,17.43,4.267,-3.193,-1.811,13.015,7.399,0.2433,29.293,6.014,0.4442,0.4123,0.2495,0.3118,0.75,40.81,31.0,0.5559,0.0142,0.0416,0.0977,0.0035,1,0,1,0,52.927,3.743,22.277,Asian,Autumn,Autumn_Soft
50.802,7.897,21.663,23.058,0.1597,0.762,48.422,5.783,19.964,20.784,2.38,2.114,1.7,16.064,3.039,1.0,37.394,15.913,0.5166,0.3474,0.1341,0.4897,2.82,93.4,64.89,0.182,-0.1674,0.0656,0.1377,0.0683,0,0,0,0,70.071,9.168,12.007,Asian,Autumn,Autumn_Deep
70.19,8.118,17.892,19.648,0.2133,0.9163,65.851,1.844,18.985,19.075,4.339,6.274,-1.093,53.636,6.913,0.1687,49.998,25.099,0.6641,0.1655,0.2019,0.3533,4.45,52.5,75.07,0.5503,0.092,0.027,0.1512,0.0715,1,0,0,1,66.003,7.473,13.06,Caucasian,Spring,Spring_Light
34.305,8.238,-1.681,8.407,0.1719,0.8936,30.222,7.018,-1.285,7.135,4.083,1.22,-0.396,7.036,2.73,-1.0,24.381,7.394,0.5275,0.2727,0.0992,0.3365,5.45,42.81,52.19,0.4772,0.1,0.2745,0.1998,0.1388,1,0,0,1,43.99,6.788,15.62,African,Winter,Winter_Deep
58.954,7.684,12.699,14.843,0.1978,0.835,55.892,12.163,13.674,18.301,3.062,-4.479,-0.975,55.45,32.957,-0.678,50.392,33.348,0.6611,0.035,0.0856,0.0888,9.87,57.8,69.15,0.524,-0.0819,0.2973,0.0821,0.2445,0,0,0,0,68.045,7.868,20.824,Caucasian,Summer,Summer_Light
64.278,-0.547,-5.522,5.549,0.0778,0.815,61.64,-3.832,-5.75,6.909,2.638,3.285,0.227,34.851,8.406,-1.0,28.482,10.47,0.5504,0.2943,0.358,0.3781,3.93,39.76,90.0,0.6126,-0.0384,0.0954,0.1883,0.1638,0,0,0,1,54.289,5.973,24.076,Asian,Winter,Winter_Cool
63.386,9.724,19.653,21.927,0.2418,0.8715,59.332,9.583,19.778,21.977,4.055,0.142,-0.125,17.888,2.3,0.8447,22.001,14.328,0.5971,0.455,0.4139,0.3192,9.88,45.1,43.22,0.5971,0.0851,0.2144,0.124,0.0291,1,0,1,1,72.525,7.695,17.882,Asian,Autumn,Autumn_Warm
43.004,2.416,11.996,12.237,0.0907,0.7869,38.607,2.953,12.492,12.836,4.397,-0.536,-0.496,18.901,10.661,-0.5093,14.736,14.056,0.7461,0.241,0.2827,0.3032,1.95,67.88,15.96,0.3383,-0.1467,0.0671,0.1386,0.0646,0,1,0,0,33.435,7.441,21.845,African,Summer,Summer_Cool
69.851,-1.011,9.496,9.55,0.0392,0.8195,61.808,-4.705,6.488,8.015,8.043,3.694,3.008,19.707,5.208,-0.7626,28.797,4.11,0.6608,0.5014,0.4105,0.3621,6.22,48.28,79.56,0.7389,0.0081,0.135,0.171,0.0085,0,0,0,0,60.175,14.495,11.127,Asian,Summer,Summer_Cool
62.955,10.101,28.802,30.522,0.2061,0.7661,58.773,8.926,23.773,25.394,4.181,1.175,5.029,26.546,4.596,0.1604,29.512,16.658,0.496,0.3641,0.3344,0.3014,3.62,65.81,45.34,0.5276,0.147,0.3508,0.0215,0.0382,0,0,0,0,68.845,9.393,17.924,Caucasian,Autumn,Autumn_Muted
42.239,3.607,8.866,9.571,0.1703,0.7597,38.983,4.093,7.735,8.752,3.256,-0.486,1.13,25.02,2.951,-0.307,27.969,8.631,0.378,0.1722,0.1427,0.1829,6.46,73.92,64.96,0.2051,-0.2352,0.3098,0.2139,0.0252,0,0,0,0,51.201,4.688,14.082,Asian,Summer,Summer_Soft
49.898,1.038,-3.376,3.532,0.1368,0.8721,46.141,2.183,-3.531,4.151,3.757,-1.145,0.155,23.611,2.139,-0.9297,33.563,11.191,0.4585,0.2629,0.1633,0.2057,5.42,22.18,49.78,0.6813,-0.1283,0.3082,0.2106,0.1676,1,1,1,0,52.058,13.048,20.259,Asian,Winter,Winter_Cool
68.081,11.836,16.683,20.455,0.2576,0.8967,57.883,12.133,15.205,19.452,10.197,-0.297,1.478,64.371,15.749,0.5243,50.373,15.621,0.6128,0.0371,0.1771,0.1639,4.7,45.46,38.12,0.4648,0.106,0.0449,0.1082,0.0425,1,0,0,1,56.109,13.395,16.257,Caucasian,Spring,Spring_Light
55.345,4.931,0.091,4.932,0.2443,0.818,50.792,5.655,1.441,5.835,4.553,-0.724,-1.349,15.597,6.254,-0.2715,32.024,5.398,0.3896,0.3975,0.2332,0.2247,8.0,74.97,36.55,0.5097,-0.013,0.3291,0.0871,0.018,0,1,0,1,62.442,12.279,8.545,Asian,Summer,Summer_Soft
56.49,5.845,4.124,7.153,0.1388,0.8607,55.802,7.49,4.681,8.833,0.688,-1.646,-0.558,17.169,5.724,-0.1906,22.949,10.18,0.9148,0.3932,0.3354,0.3819,8.24,19.16,74.59,0.6993,-0.0983,0.358,0.1731,0.0184,1,0,0,0,59.872,9.119,16.359,Asian,Winter,Winter_Clear
55.638,5.591,24.629,25.255,0.2926,0.6966,50.923,7.639,24.864,26.011,4.715,-2.048,-0.235,41.232,15.856,0.7788,21.618,25.0,0.5552,0.1441,0.3402,0.2845,7.27,55.59,51.25,0.3827,-0.0066,0.2734,0.0843,0.0498,0,0,0,0,67.744,9.423,27.39,Asian,Autumn,Autumn_Muted
51.249,12.5,26.855,29.622,0.2836,0.789,49.997,13.391,25.596,28.888,1.252,-0.891,1.259,58.287,18.353,0.971,41.509,5.384,0.5321,0.0704,0.0974,0.2696,1.38,0.79,56.21,1.0,0.0387,0.1605,0.1168,0.0342,1,1,0,0,42.184,8.157,5.0,Caucasian,Spring,Spring_Warm
85.037,15.71,20.024,25.452,0.378,0.8088,82.821,15.155,20.928,25.839,2.216,0.556,-0.904,28.216,3.888,0.5043,21.899,8.69,0.4787,0.5682,0.6314,0.493,1.55,37.95,29.0,0.5922,0.1595,0.0528,0.283,0.0704,1,0,1,1,84.544,2.648,16.541,Caucasian,Autumn,Autumn_Deep
87.308,10.241,-1.886,10.413,0.2317,0.7382,83.978,11.941,-1.462,12.031,3.33,-1.7,-0.424,16.585,4.249,-0.5582,21.672,5.846,0.7061,0.7072,0.6564,0.5977,0.0,73.25,19.14,0.4024,-0.0584,0.259,0.1896,0.0068,0,0,0,0,75.489,3.256,14.214,Caucasian,Winter,Winter_Clear
77.631,6.689,17.258,18.509,0.2478,0.8234,72.506,6.133,12.376,13.812,5.126,0.557,4.882,28.967,5.883,1.0,39.981,11.404,0.5669,0.4866,0.3765,0.2926,6.1,65.21,48.15,0.358,-0.1401,0.3956,0.157,0.0541,0,1,0,0,67.707,10.948,17.626,Asian,Spring,Spring_Light
49.538,2.693,-6.78,7.295,0.2993,0.7655,41.476,1.388,-7.736,7.86,8.062,1.305,0.956,18.438,4.564,-1.0,24.296,8.701,0.5336,0.311,0.2524,0.3093,6.08,41.05,62.15,0.5691,-0.0298,0.1574,0.1125,0.1557,0,1,0,0,56.377,11.212,21.028,Asian,Winter,Winter_Deep
64.685,15.13,16.797,22.606,0.3625,0.8622,51.159,16.982,13.924,21.961,13.526,-1.852,2.872,43.338,11.189,0.6543,26.515,8.229,0.415,0.2135,0.3817,0.3205,4.9,54.43,35.98,0.4353,0.3,0.0355,0.1288,0.0163,0,1,0,1,63.861,3.762,16.467,Caucasian,Autumn,Autumn_Muted
66.136,7.455,-2.146,7.757,0.185,0.8171,58.655,9.993,-4.222,10.849,7.481,-2.538,2.076,24.235,14.408,-0.626,28.957,6.915,0.7608,0.419,0.3718,0.4754,2.48,100.0,11.6,0.05,-0.035,0.2269,0.0889,0.0323,0,0,0,0,57.171,9.676,10.547,Caucasian,Winter,Winter_Bright
57.441,8.014,-0.66,8.042,0.2561,0.8534,56.606,6.264,-2.385,6.702,0.835,1.751,1.725,27.647,5.66,-1.0,11.178,9.561,0.5587,0.2979,0.4626,0.5351,4.84,65.49,90.0,0.4739,-0.0473,0.3339,0.2577,0.1434,0,1,0,0,66.726,7.557,15.813,Caucasian,Winter,Winter_Cool
46.802,13.184,19.283,23.36,0.2304,0.8449,43.534,11.331,23.401,26.0,3.268,1.853,-4.118,13.936,3.613,-0.2303,23.576,6.396,0.5783,0.3287,0.2323,0.3167,1.57,100.0,7.41,0.1899,0.153,0.323,0.1605,0.0414,0,1,0,1,37.9,14.913,16.021,African,Spring,Spring_Clear
52.266,6.464,6.593,9.233,0.1649,0.8727,49.432,5.979,8.359,10.277,2.834,0.485,-1.766,21.812,4.699,-0.3238,37.235,7.857,0.418,0.3045,0.1503,0.1339,3.08,40.92,39.09,0.6484,-0.131,0.3036,0.0962,0.0258,1,1,1,0,52.788,15.897,25.812,Asian,Summer,Summer_Soft
77.883,14.186,10.95,17.921,0.3686,0.7498,68.771,16.4,16.202,23.053,9.112,-2.213,-5.251,54.073,19.059,0.3744,53.843,29.662,0.8334,0.2381,0.2404,0.2852,4.27,59.27,30.27,0.5544,0.016,0.2212,0.2768,0.0269,1,1,0,1,70.413,4.151,13.448,Caucasian,Spring,Spring_Clear
63.156,12.54,13.639,18.527,0.3746,0.8281,60.543,11.333,11.068,15.841,2.613,1.207,2.571,32.705,5.015,0.6582,20.71,6.262,0.5583,0.3045,0.4245,0.3767,6.09,66.23,66.3,0.2478,0.0484,0.0875,0.1283,0.0223,0,0,0,1,70.402,7.411,13.553,Caucasian,Autumn,Autumn_Deep
35.428,16.433,27.746,32.247,0.3102,0.7714,29.165,15.421,30.318,34.015,6.264,1.011,-2.572,17.446,3.081,0.4918,35.608,7.836,0.477,0.1798,0.0018,0.1517,4.27,83.53,74.07,0.119,0.0122,0.2448,0.0373,0.0306,0,1,0,0,29.711,5.141,16.674,African,Spring,Spring_Warm
42.501,5.613,2.704,6.231,0.1861,0.8786,36.988,7.47,1.826,7.689,5.513,-1.856,0.878,26.196,5.792,-0.2336,18.503,6.533,0.8893,0.163,0.24,0.2659,4.12,49.9,48.64,0.6665,-0.0342,0.0205,0.2151,0.0019,1,0,0,1,42.837,7.909,15.699,Asian,Winter,Winter_Clear
62.831,0.66,7.636,7.665,0.2033,0.8273,60.487,2.915,6.327,6.966,2.344,-2.255,1.309,45.459,15.186,-0.8718,39.305,20.563,0.5658,0.1737,0.2353,0.2069,7.52,6.32,83.31,0.9047,-0.0447,0.2336,0.1109,0.0018,1,0,1,1,55.745,9.192,20.505,Asian,Summer,Summer_Cool
54.908,6.528,7.375,9.849,0.2216,0.8713,48.548,7.858,6.385,10.125,6.359,-1.33,0.99,19.019,9.4,-0.3094,40.932,5.316,0.4215,0.3589,0.1398,0.2215,3.31,46.32,57.5,0.6152,0.0267,0.2444,0.03,0.0235,1,1,1,1,56.965,5.482,17.2,Asian,Summer,Summer_Muted
70.447,2.195,-3.008,3.724,0.1949,0.8692,66.649,2.816,-0.333,2.836,3.798,-0.621,-2.675,22.158,7.829,-0.8348,28.009,3.909,0.6803,0.4829,0.4244,0.5499,8.7,19.91,64.19,0.7262,0.0842,0.141,0.2495,0.0109,0,0,0,1,59.585,2.272,10.593,Caucasian,Winter,Winter_Clear
57.897,10.399,25.037,27.111,0.2645,0.8815,54.905,11.494,24.946,27.466,2.992,-1.095,0.092,37.931,10.105,1.0,25.581,4.278,0.5558,0.1997,0.3232,0.3059,8.53,0.0,73.96,1.0,0.0711,0.4248,0.0515,0.0734,0,1,0,0,68.814,2.784,13.232,Caucasian,Autumn,Autumn_Warm
31.062,14.427,22.407,26.65,0.3329,0.8616,27.792,13.488,24.469,27.94,3.27,0.939,-2.062,20.011,6.472,0.4674,30.348,5.356,0.5752,0.1105,0.0071,0.2675,0.18,47.28,20.75,0.6518,-0.0847,0.0594,0.0849,0.0137,1,1,1,0,24.051,5.745,22.306,African,Spring,Spring_Warm
71.171,3.249,0.829,3.353,0.2189,0.8335,67.303,4.159,3.135,5.208,3.868,-0.91,-2.306,10.982,3.676,-0.1442,34.555,6.78,0.7231,0.6019,0.3662,0.5174,8.32,29.59,45.58,0.5884,-0.0738,0.1812,0.0303,0.0621,1,1,1,1,64.954,4.444,12.668,Asian,Winter,Winter_Bright
54.516,10.841,28.335,30.338,0.1982,0.844,50.769,15.471,31.219,34.842,3.747,-4.631,-2.883,37.19,7.196,0.9641,23.574,4.284,0.6587,0.1733,0.3094,0.2791,5.92,21.32,65.31,0.7464,0.0365,0.0766,0.2167,0.0767,1,0,1,0,60.213,12.859,9.463,Asian,Autumn,Autumn_Warm
57.435,8.586,15.697,17.892,0.2937,0.8394,53.543,5.67,15.841,16.825,3.892,2.917,-0.144,59.984,20.811,0.3941,46.688,29.584,0.6033,0.0255,0.1075,0.2157,5.1,45.93,15.18,0.5373,-0.1244,0.0807,0.028,0.0876,0,1,0,1,60.003,10.523,15.485,Caucasian,Spring,Spring_Bright
33.457,16.907,20.888,26.873,0.452,0.8484,31.897,16.878,22.116,27.821,1.561,0.029,-1.228,9.151,2.998,1.0,40.351,9.024,0.6867,0.2431,0.0689,0.2294,2.4,100.0,60.09,0.116,-0.1575,0.2858,0.0454,0.0401,1,1,0,1,26.936,4.104,15.753,African,Spring,Spring_Warm
82.167,15.411,17.669,23.446,0.2708,0.8521,73.966,13.845,20.053,24.368,8.202,1.566,-2.384,26.16,9.777,0.0731,28.153,5.504,0.8304,0.5601,0.5401,0.4788,0.08,66.66,38.11,0.3396,0.1045,0.2297,0.0567,0.0326,1,0,0,0,71.586,10.454,15.236,Asian,Spring,Spring_Bright
61.712,8.477,-2.435,8.82,0.2073,0.8684,52.826,8.217,-2.899,8.713,8.886,0.26,0.463,19.363,3.462,-0.4961,11.987,4.698,0.7311,0.4235,0.4972,0.4219,6.21,40.0,50.25,0.7457,0.0469,0.187,0.2326,0.0061,1,0,0,0,67.774,8.404,14.27,Caucasian,Winter,Winter_Deep
53.823,4.42,13.52,14.224,0.1256,0.8501,52.109,3.691,13.427,13.925,1.714,0.729,0.093,44.617,8.23,-0.328,22.651,8.732,0.7453,0.0921,0.3117,0.2894,6.48,63.63,34.45,0.2947,0.1229,0.1839,0.2714,0.0232,1,1,0,0,47.623,10.554,13.237,African,Summer,Summer_Cool
37.583,5.055,16.38,17.142,0.2437,0.8455,30.382,1.824,15.374,15.482,7.201,3.231,1.006,13.881,3.034,0.2145,21.612,6.946,0.4939,0.237,0.1597,0.2199,6.7,6.03,81.84,0.912,-0.0283,0.1957,0.4022,0.1039,0,0,0,1,45.758,0.0,22.628,African,Autumn,Autumn_Muted
71.507,-1.837,2.75,3.307,0.2021,0.8004,68.957,-1.403,2.421,2.798,2.55,-0.435,0.329,17.402,5.984,-0.8193,24.834,13.424,0.7102,0.541,0.4667,0.4892,11.0,20.7,62.57,0.9442,-0.081,0.1494,0.1817,0.0113,1,1,0,1,56.615,6.995,22.064,Asian,Winter,Winter_Clear
52.476,8.568,18.439,20.332,0.2837,0.9055,51.593,9.613,19.178,21.452,0.882,-1.045,-0.739,22.175,5.034,0.8278,26.84,7.658,0.5335,0.303,0.2564,0.2472,8.4,30.46,72.08,0.7275,-0.0085,0.3554,0.1941,0.2217,1,0,0,1,64.124,6.071,19.268,Asian,Autumn,Autumn_Soft
61.157,9.778,1.86,9.954,0.222,0.8344,57.895,7.676,4.985,9.153,3.262,2.102,-3.125,20.656,3.255,-1.0,15.969,16.653,0.6375,0.405,0.4519,0.5285,6.93,8.86,81.94,0.9856,-0.1336,0.2686,0.0393,0.0588,0,0,0,1,77.516,5.63,10.368,Caucasian,Winter,Winter_Deep
80.633,5.408,-2.458,5.941,0.1797,0.7973,76.217,4.958,-3.91,6.314,4.415,0.451,1.453,22.247,2.792,-0.6988,29.467,5.978,0.7018,0.5839,0.5117,0.5262,3.28,35.07,22.81,0.6867,0.0319,0.1377,0.2129,0.0412,1,1,0,1,65.374,12.376,19.858,Asian,Winter,Winter_Clear
27.816,11.953,31.592,33.778,0.2048,0.7778,25.678,9.197,35.352,36.529,2.138,2.757,-3.761,20.434,5.948,0.6196,41.696,6.445,0.4217,0.0738,0.1388,0.1533,3.35,56.42,36.37,0.5219,0.166,0.4539,0.181,0.0275,1,0,0,0,53.492,8.243,16.021,Asian,Autumn,Autumn_Muted
38.274,8.288,12.355,14.877,0.1917,0.828,29.43,6.559,9.962,11.927,8.844,1.729,2.393,21.525,5.63,0.2347,18.301,12.038,0.7537,0.1675,0.1997,0.2775,6.23,41.88,74.35,0.5104,-0.192,0.0876,0.1847,0.0859,1,0,0,0,29.446,4.59,14.53,African,Spring,Spring_Clear
69.058,6.554,17.405,18.599,0.1842,0.7632,63.764,4.84,13.054,13.922,5.294,1.715,4.351,53.955,16.717,0.151,52.722,19.124,0.4461,0.151,0.1634,0.2558,4.62,68.07,11.96,0.3453,0.0471,0.188,0.1212,0.0516,0,1,0,1,62.824,5.084,15.184,Caucasian,Spring,Spring_Light
49.424,0.469,9.0,9.013,0.0825,0.858,43.816,1.678,10.383,10.518,5.609,-1.209,-1.383,19.813,7.983,-0.737,42.944,16.656,0.7175,0.2961,0.0648,0.2252,2.8,23.62,31.82,0.814,-0.021,0.1068,0.1769,0.0305,1,0,0,0,42.652,15.049,14.246,Asian,Summer,Summer_Cool
56.956,3.14,4.356,5.37,0.1527,0.8485,51.219,3.858,5.021,6.332,5.737,-0.719,-0.665,42.057,12.04,-0.749,28.08,7.485,0.424,0.149,0.2888,0.1824,6.72,24.05,88.89,0.8524,-0.0426,0.1815,0.422,0.0603,1,0,1,0,47.599,11.121,22.458,Asian,Summer,Summer_Muted
68.827,5.237,8.852,10.285,0.2305,0.9047,64.664,4.715,8.138,9.405,4.163,0.522,0.714,47.054,15.232,-0.4476,36.729,8.717,0.5111,0.2177,0.321,0.1836,4.1,41.75,78.75,0.521,-0.0761,0.0405,0.0723,0.0524,1,1,0,0,72.887,11.716,12.221,Caucasian,Summer,Summer_Muted
81.974,-1.724,4.725,5.03,0.1273,0.8245,80.574,-1.177,7.618,7.708,1.4,-0.547,-2.893,57.916,41.426,-0.5767,44.879,5.572,0.5691,0.2406,0.3709,0.3152,3.77,69.59,77.35,0.3189,0.0081,0.2386,0.0396,0.0613,1,0,0,1,70.256,4.881,18.66,Caucasian,Summer,Summer_Light
67.372,7.292,9.686,12.124,0.2059,0.8762,63.948,6.754,7.828,10.339,3.424,0.538,1.858,11.179,10.053,1.0,25.401,14.728,0.6154,0.5619,0.4197,0.3505,6.34,47.1,78.75,0.692,0.005,0.012,0.0652,0.005,1,1,0,0,58.059,11.619,20.897,Asian,Spring,Spring_Light
66.277,7.379,-3.82,8.309,0.1816,0.8062,63.327,6.89,-3.978,7.956,2.95,0.488,0.158,21.792,4.073,-0.8871,17.597,10.332,0.7569,0.4448,0.4868,0.5148,1.36,49.32,71.27,0.5124,-0.0089,0.0828,0.349,0.0669,1,0,1,1,51.519,5.998,17.6,Caucasian,Winter,Winter_Clear
56.711,8.516,0.753,8.549,0.1869,0.7523,50.856,10.109,1.708,10.252,5.855,-1.593,-0.955,25.236,2.183,-1.0,13.764,6.616,0.647,0.3147,0.4295,0.4243,2.8,25.73,64.2,0.7635,0.0282,0.1757,0.4009,0.0635,0,1,0,0,70.274,7.289,13.615,Caucasian,Winter,Winter_Deep
68.631,10.247,13.146,16.668,0.1888,0.8391,63.494,11.421,14.791,18.687,5.136,-1.173,-1.645,18.825,7.361,0.6493,21.128,11.008,0.5084,0.4981,0.475,0.5378,3.53,83.77,45.71,0.2726,0.0344,0.1131,0.0298,0.0231,1,1,1,1,76.353,6.709,14.74,Asian,Autumn,Autumn_Deep
46.138,2.949,16.043,16.311,0.2321,0.8311,41.089,5.444,19.03,19.794,5.049,-2.495,-2.988,21.623,4.749,0.3886,17.871,4.981,0.5113,0.2452,0.2827,0.2994,6.96,10.19,41.81,0.9946,-0.1431,0.2435,0.1297,0.0149,0,0,0,1,62.14,11.582,9.723,Asian,Autumn,Autumn_Deep
63.84,8.334,18.948,20.7,0.2277,0.8062,58.775,12.189,16.636,20.623,5.066,-3.855,2.312,30.263,4.273,1.0,27.535,18.647,0.3781,0.3358,0.3631,0.4072,3.34,36.65,90.0,0.6553,0.0928,0.063,0.1234,0.1065,1,1,1,1,73.577,10.28,19.072,Caucasian,Autumn,Autumn_Deep
36.828,19.008,25.672,31.943,0.4217,0.7296,33.87,18.861,23.387,30.045,2.958,0.148,2.285,18.774,2.49,0.7837,28.696,8.723,0.5296,0.1805,0.0813,0.1889,1.11,24.6,17.14,0.8595,-0.0381,0.1294,0.0078,0.003,0,1,0,1,37.054,6.828,10.314,African,Spring,Spring_Warm
62.245,8.205,19.723,21.361,0.2342,0.705,59.17,6.009,18.297,19.258,3.075,2.196,1.426,40.839,8.51,0.6972,27.605,9.635,0.3526,0.2141,0.3464,0.2922,9.05,8.34,68.74,0.9114,-0.0198,0.3301,0.0686,0.1343,1,0,0,0,64.976,8.59,18.076,Asian,Autumn,Autumn_Muted
49.786,1.769,4.505,4.84,0.1372,0.7937,45.254,-0.914,5.994,6.063,4.532,2.683,-1.489,51.47,6.874,-0.5878,33.366,10.84,0.212,0.0168,0.1642,0.1782,4.37,100.0,16.0,0.05,0.0378,0.5849,0.3812,0.0521,1,1,1,0,59.251,6.401,22.274,Asian,Summer,Summer_Muted
40.368,4.568,-2.44,5.179,0.1616,0.8557,36.236,2.12,-3.935,4.469,4.133,2.448,1.495,12.665,3.593,-0.5156,41.359,10.415,0.4576,0.277,0.0099,0.1468,11.0,10.99,76.59,0.9927,-0.0381,0.2221,0.058,0.001,1,0,1,0,38.117,11.1,11.705,African,Summer,Summer_Soft
52.636,4.89,6.709,8.302,0.1778,0.8204,49.486,6.662,11.181,13.015,3.15,-1.772,-4.471,22.743,3.085,-0.8286,15.927,7.076,0.7117,0.2989,0.3671,0.3968,5.18,47.98,49.31,0.4882,0.0252,0.1816,0.059,0.0052,1,0,1,1,54.822,4.955,23.566,Asian,Winter,Winter_Bright
55.458,10.506,26.588,28.588,0.2818,0.806,54.534,9.663,26.779,28.469,0.924,0.843,-0.191,19.907,7.883,1.0,51.914,38.522,0.8539,0.3555,0.0354,0.2771,2.94,39.36,75.25,0.6076,-0.1216,0.4627,0.2683,0.0043,1,0,1,1,57.194,10.115,19.988,Asian,Spring,Spring_Bright
47.511,7.867,4.308,8.969,0.2152,0.7335,43.983,10.898,4.464,11.777,3.527,-3.032,-0.155,19.262,5.28,-0.5451,23.738,9.472,0.6004,0.2825,0.2377,0.3705,6.71,90.06,52.87,0.1462,-0.0176,0.0189,0.148,0.031,1,1,0,1,33.206,7.513,19.388,Asian,Winter,Winter_Clear
55.154,8.751,22.159,23.825,0.2571,0.9001,53.405,8.482,20.023,21.745,1.749,0.268,2.136,13.83,3.304,0.9253,31.921,14.414,0.8427,0.4132,0.2323,0.3382,7.68,69.25,64.11,0.3174,0.0903,0.2853,0.1129,0.0083,0,1,0,0,49.066,7.832,18.252,African,Spring,Spring_Bright
84.244,8.498,2.568,8.878,0.2416,0.8108,81.741,5.332,0.121,5.333,2.503,3.166,2.447,21.774,8.463,-0.7479,30.598,10.852,0.62,0.6247,0.5365,0.5819,2.65,44.46,60.93,0.6166,0.0228,0.1203,0.1697,0.0768,0,0,0,0,67.003,9.068,9.423,Asian,Winter,Winter_Bright
46.525,5.282,7.04,8.802,0.1256,0.8889,42.749,7.597,6.258,9.842,3.776,-2.314,0.783,27.043,3.914,-0.0867,21.379,4.205,0.457,0.1948,0.2515,0.2328,1.91,57.33,2.73,0.5667,0.0578,0.0205,0.0834,0.0153,0,0,0,0,42.871,9.967,23.956,Asian,Summer,Summer_Soft
46.069,0.689,-4.159,4.216,0.0938,0.8641,43.113,-0.206,-4.098,4.103,2.956,0.895,-0.061,13.842,11.174,-0.7838,22.939,10.107,0.8258,0.3223,0.2313,0.3858,3.54,64.49,14.74,0.4288,-0.0271,0.4246,0.1688,0.0696,1,0,0,0,53.964,11.707,19.861,Asian,Winter,Winter_Clear
45.137,7.742,8.821,11.737,0.1555,0.688,42.847,6.907,9.843,12.025,2.29,0.835,-1.023,16.32,12.372,1.0,26.189,13.45,0.2845,0.2882,0.1895,0.2602,3.44,64.63,19.25,0.5488,-0.0488,0.1635,0.2357,0.0181,0,0,0,0,64.089,9.2,19.644,Asian,Autumn,Autumn_Soft
55.889,10.312,18.588,21.256,0.2106,0.848,47.141,11.181,19.495,22.474,8.748,-0.869,-0.908,18.919,15.453,0.1665,48.745,38.503,0.4764,0.3697,0.0714,0.2669,8.96,42.1,21.12,0.6605,0.0015,0.2004,0.3659,0.0862,1,0,1,0,45.418,10.347,22.098,Asian,Spring,Spring_Light
63.59,11.311,-1.471,11.406,0.3244,0.8913,57.196,12.518,1.243,12.58,6.393,-1.207,-2.715,14.015,2.591,-0.6821,34.509,10.76,0.6392,0.4958,0.2908,0.37,2.85,47.2,22.7,0.4874,-0.0376,0.226,0.1746,0.0241,1,1,0,1,60.409,12.434,14.129,Asian,Winter,Winter_Bright
26.523,4.913,8.877,10.146,0.1917,0.8331,21.75,6.187,14.276,15.559,4.773,-1.273,-5.399,6.737,3.584,-0.0368,22.111,11.332,0.5799,0.1979,0.0441,0.2498,8.19,70.2,90.0,0.3322,-0.0683,0.2865,0.2916,0.0282,1,0,0,1,20.0,3.442,20.249,African,Summer,Summer_Light
63.607,6.402,20.017,21.016,0.1793,0.868,58.73,7.455,21.758,23.0,4.877,-1.054,-1.741,39.105,21.853,0.8721,25.345,7.279,0.5388,0.245,0.3826,0.3165,9.45,86.47,90.0,0.2401,-0.0699,0.0229,0.079,0.0274,1,0,1,1,68.659,12.431,16.722,Caucasian,Autumn,Autumn_Muted
78.715,2.545,4.46,5.135,0.0725,0.8527,69.413,0.456,0.588,0.744,9.302,2.089,3.872,22.829,3.545,-0.3322,22.435,3.874,0.9025,0.5589,0.5628,0.5897,5.69,27.05,70.08,0.9162,0.1395,0.1751,0.0031,0.2358,1,0,1,0,83.173,10.523,9.034,Caucasian,Winter,Winter_Clear
24.832,7.001,4.011,8.069,0.1743,0.8425,20.887,7.761,2.723,8.224,3.945,-0.759,1.288,13.048,2.54,-0.6208,31.916,6.864,0.696,0.1178,0.0708,0.2814,5.48,62.23,42.48,0.4193,0.0202,0.086,0.0395,0.1812,0,0,0,0,25.376,8.612,9.194,African,Winter,Winter_Bright
41.708,14.737,22.982,27.301,0.3104,0.8791,38.291,16.445,21.867,27.361,3.417,-1.708,1.115,6.0,16.463,1.0,20.646,4.863,0.4288,0.3571,0.2106,0.3094,8.36,62.81,63.79,0.396,0.0169,0.1853,0.0609,0.0212,0,0,0,1,49.469,11.864,22.243,Asian,Autumn,Autumn_Warm
42.907,10.766,14.51,18.067,0.3044,0.7994,37.471,8.116,13.748,15.965,5.436,2.649,0.761,9.008,3.253,0.0606,17.286,12.893,0.8628,0.339,0.2562,0.3217,4.11,27.93,45.63,0.7729,-0.055,0.2382,0.2833,0.0423,1,0,0,1,28.722,4.039,11.36,African,Spring,Spring_Clear
44.922,2.724,16.545,16.767,0.1447,0.8719,42.831,2.087,20.185,20.293,2.091,0.637,-3.641,14.432,12.496,0.2628,28.387,9.323,0.9196,0.3049,0.1654,0.2628,7.73,59.86,78.79,0.39,-0.0028,0.2866,0.1558,0.0292,0,1,0,1,37.368,6.781,15.041,African,Spring,Spring_Clear
